"Gene","entrez","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"C5orf38","153571",6.69991201691043,3.37117448104679,0.463274945375916,7.27683315209571,3.41747490607013e-13,6.28976205065424e-11
"PAX1","5075",2.03089817452184,3.35129827071547,0.740818459097486,4.52377803166277,6.07454312732318e-06,8.66614131893061e-05
"TBX5-AS1","255480",1.65966297189558,3.3353663581418,0.73311842355499,4.54956014059524,5.37581685616834e-06,7.79418710823888e-05
"LOC107986399","107986399",3.49975346822246,3.31547416746815,0.631966914614363,5.24627807373636,1.55202597646339e-07,3.8878934148588e-06
"IRX2","153572",8.47582684589858,3.31312547985254,0.379078676794193,8.739941554801,2.33231054205831e-18,2.35397845935227e-15
"FNDC1","84624",51.1913014309151,3.29517291394326,0.519040719549482,6.3485826638099,2.17307660085168e-10,1.50423054618246e-08
"IRX1","79192",9.68345271729087,3.29032843005876,0.47248626954679,6.96386041697012,3.31072648750608e-12,4.48424287190866e-10
"LOC107986624","107986624",3.87452992712129,3.28953942326476,0.699547234692522,4.70238357058281,2.57141853815776e-06,4.22999701482019e-05
"CDRT15L2","256223",1.06611506620033,3.27932997933715,0.90887070186347,3.60813696889282,0.000308403671174899,0.00214922181122705
"IRX3","79191",11.6486696348711,3.25987265702195,0.572952999992299,5.68959872287215,1.27338253732719e-08,4.73740699499323e-07
"CFAP107","93190",4.47844843836989,3.2594621523058,0.842784324851412,3.86749261488752,0.0001099601575075,0.000924350727591261
"FAM216B","144809",26.6963329166854,3.23731278580339,0.7156705318628,4.5234680508321,6.08345061071194e-06,8.67148076118246e-05
"LOC105374320","105374320",6.95163401783559,3.20504467426422,0.616217644096483,5.20115693695132,1.98051774561582e-07,4.79245469642906e-06
"TH","7054",30.6760640883553,3.14762626800216,0.591517851434722,5.32127011951985,1.03045263973122e-07,2.75798136799919e-06
"SERPINA5","5104",15.5020694867052,3.13158055458873,0.510066090624472,6.13955840654835,8.27511948401854e-10,4.69710521278173e-08
"CHI3L2","1117",217.957911067998,3.129276299349,0.565106263771542,5.53750064362069,3.06818567416535e-08,9.80994538181997e-07
"ADGB","79747",10.7223529812881,3.11833510228187,0.787341190535435,3.96058930965016,7.47650234563257e-05,0.000679618841923741
"LOC105370803","105370803",9.18084915299112,3.104124016685,0.487851249933026,6.36284936670993,1.98044896576967e-10,1.39245589305621e-08
"IRX5","10265",2.44815719839335,3.0879403706101,0.717820756363783,4.30182652595958,1.69395913132931e-05,0.000201140771540916
"LOC107986414","107986414",11.5220501900884,3.0740460121388,0.487950729259914,6.29991068319803,2.9781720648094e-10,1.95758503285203e-08
"CLEC18C","283971",2.04834261179224,3.06264468554603,0.785562132905488,3.89866639093015,9.67239256607043e-05,0.000835071243397383
"APOC4-APOC2","100533990",1.25066005225707,3.05113061837121,0.779598359629599,3.9137211882037,9.08845708863685e-05,0.000796079634348459
"MYLK3","91807",107.925623401742,3.04297270037139,0.595656413342163,5.10860394047905,3.24547852151312e-07,7.29653640085906e-06
"CASC6","101929083",3.4038991684022,3.04270460130631,0.605278163618379,5.0269525388408,4.9833562459401e-07,1.04925471213307e-05
"AQP1","358",2874.49883758007,3.02243142555817,0.466453734627675,6.47959529785025,9.19689644250201e-11,7.32194646038176e-09
"LOC105369203","105369203",24.274122288442,2.97169787328411,0.335252705637038,8.86405336427448,7.71567967368764e-19,1.00586744012641e-15
"LOC105371267","105371267",10.0277633804015,2.96868628227524,0.694331920594892,4.27560104068342,1.90622321661976e-05,0.000222960418697566
"TEKT4","150483",4.10127787841995,2.92579501737185,0.638029962973533,4.58567024616871,4.52532353331137e-06,6.72760580938023e-05
"LOC105371275","105371275",2.47322734840477,2.92288493583272,0.789227061408055,3.70347784402884,0.000212663762700842,0.00159106260339166
"TAAR3P","9288",0.841311848096142,2.89543826962051,0.971479515173732,2.98044191812188,0.00287832815976568,0.0131547080722683
"DNAAF3","352909",6.50480009717807,2.874663011967,0.600275153567302,4.78890887767637,1.67690599833647e-06,2.97432170498591e-05
"TGM5","9333",1.75798359136883,2.87061593040278,0.779217546755369,3.68397239301901,0.000229627122096727,0.00169687609734586
"LOC105369711","105369711",3.43357650586166,2.85719189343362,0.645892363919087,4.42363473086601,9.70540586260427e-06,0.000126420790436787
"LINC01765","105378916",1.0645711076365,2.83771962162173,1.04063773074759,2.72690441426058,0.00639315559723836,0.0250662972840092
"TTR","7276",2.60504452160407,2.82761392272299,0.84924881140232,3.32954710652336,0.000869873483285714,0.00494832263897438
"DNAI3","126820",18.3028267416049,2.80124131359493,0.318092155675134,8.80638287872722,1.29249018718325e-18,1.5553628067919e-15
"LINC02752","105376550",3.71020563231704,2.79731385764873,0.763871364439451,3.662022151729,0.00025023221595765,0.00181527140572292
"LOC107985088","107985088",93.8671391489372,2.7432292762383,0.36061068653295,7.60717687712686,2.80147799277051e-14,7.12623117380518e-12
"OR5AK4P","219525",3.75444838579562,2.7319223308271,0.535719177291159,5.09954178724934,3.40476699748552e-07,7.62879460128254e-06
"LOC107985401","107985401",1.29130941799612,2.72606710753276,0.743492506489162,3.66656971487917,0.000245825922681147,0.00179244965482352
"LOC105375701","105375701",1.24576460751425,2.70905270548309,0.724381524096342,3.7398147459139,0.000184155926741835,0.00141430305250332
"LOC112268411","112268411",6.21604171446962,2.66729523270899,0.447182803819844,5.96466413718261,2.45137742164532e-09,1.17184128281545e-07
"LINC01851","101927926",1.92881357361879,2.65085484289894,0.652200080197065,4.06448101340002,4.81394572385754e-05,0.000474688729303671
"LOC105375233","105375233",1.44435640665303,2.62586828029639,0.683378952305997,3.84247754695348,0.000121798559559924,0.00100815696600818
"CABP7","164633",274.377939060947,2.62003934453267,0.298186687148602,8.78657383931756,1.54190348933468e-18,1.78678060645568e-15
"LINC01235","401492",17.8159871929949,2.61835021754875,0.389577813649387,6.72099417834202,1.80488806556739e-11,1.8886735048653e-09
"TEKT1","83659",29.385985066973,2.61617345013664,0.467221671154052,5.59942659268054,2.15061976695907e-08,7.36199029197105e-07
"LOC105378850","105378850",83.2196978019743,2.61068807979418,0.405804336162934,6.43336664284918,1.24808100195547e-10,9.64196503436613e-09
"OSM","5008",38.6061037834275,2.59983922904363,0.454047325042634,5.72592125457299,1.02873933855977e-08,3.9786398547414e-07
"TNC","3371",1605.53383496039,2.58653004824216,0.326040607421362,7.9331530777681,2.13650815465602e-15,8.1520813588875e-13
"LOC107984696","107984696",1.15867665615357,2.56756942925282,0.818968368624913,3.13512649281424,0.00171780023554767,0.00870530187395778
"RASSF9","9182",56.5762895154302,2.56219905398837,0.405323001107568,6.32137590757746,2.59244518394175e-10,1.74811260593038e-08
"HOXA1","3198",0.636481271767361,2.55518012805103,0.773265758727034,3.30440097626645,0.000951795932397295,0.00533515866618687
"LOC107985078","107985078",13.7698915934369,2.54981350320811,0.493700795657903,5.16469393129141,2.40832669142622e-07,5.66980628452548e-06
"CFAP45","25790",12.4762603019592,2.5381608665291,0.501690532259529,5.05921619668136,4.20983339575347e-07,9.08394946802308e-06
"PPDPFL","492307",1.74611970981367,2.52641585016019,0.737440472323664,3.42592513562415,0.000612709235824872,0.00374715531088518
"LINC00836","101929052",44.3600118936816,2.52044665476842,0.329063356451498,7.65945707825999,1.86720738508202e-14,4.99326364653388e-12
"POTEF","728378",1.07938367446684,2.51580171154429,0.782939689447655,3.21327650833378,0.00131229884563704,0.00699594586510336
"CD44-DT","100507144",3.10621743863227,2.51166148487393,0.602398974837562,4.16943187121328,3.05359877214951e-05,0.000328688171527946
"SKAP1","8631",8.8756356985898,2.50786155726732,0.433128971106506,5.79010346701246,7.03430785987045e-09,2.86202112249189e-07
"EDDM3B","64184",0.963142384950624,2.50354462436084,0.826183183900445,3.03025366909733,0.00244348417599018,0.0115398842110763
"LINC01088","100505875",74.5069177582917,2.49558650803655,0.35275605408554,7.07453913018143,1.49946252318509e-12,2.26643398190411e-10
"LOC105370472","105370472",2.49294760713748,2.48171037639109,0.855858129841146,2.89967494595362,0.0037354982147132,0.0162147985768516
"FIBCD1","84929",129.261584166647,2.47681918584453,0.439960083035829,5.62964523679942,1.80580659296749e-08,6.36262124783409e-07
"LINC02266","105377466",1.48074698197139,2.46280127381385,0.616469821261449,3.995007036637,6.4692331527741e-05,0.000604387479498346
"LOC105377411","105377411",1.37466327357073,2.45728037831523,0.69981330061171,3.51133706113804,0.000445858691516207,0.00289179658792684
"CFAP77","389799",3.97172375559328,2.45554745278699,0.654288713707545,3.75300291957134,0.000174728819254375,0.00135207771173136
"CYP19A1","1588",3.54216475592021,2.44596630708025,0.583745452075402,4.19012481961796,2.78801045597081e-05,0.000304472150598306
"DNAI2","64446",4.8150480329866,2.44118321513615,0.636024927289386,3.83818795521112,0.000123945595397833,0.00102268190633106
"LOC105373254","105373254",4.99170520944422,2.43287301203741,0.603454071322423,4.03157941532478,5.54032689526777e-05,0.000532879643096028
"LOC105378849","105378849",5.57409209384448,2.42779313217891,0.556343488516686,4.36383849598357,1.27799942786008e-05,0.000158235243762905
"SLC47A2","146802",60.4608665826771,2.42582117214128,0.409146143162847,5.92898457599724,3.04813714213729e-09,1.40663886287893e-07
"LOC107984440","107984440",21.9002068658591,2.42013439108645,0.317244307659706,7.62861407644994,2.37290815972896e-14,6.18696254179998e-12
"LINC02732","105369486",1.2073062147144,2.4088415533417,0.823105688267555,2.92652764727182,0.00342769038251149,0.0151007570667445
"GBX2","2637",8.12963868606579,2.40670740532795,0.550638143862371,4.37076042071196,1.23814586593502e-05,0.000154406615342035
"GHSR","2693",2.58978190990801,2.40319365747832,0.972545082761527,2.47103573919112,0.0134722353963662,0.0454272336546509
"NAA11","84779",21.7256045961171,2.39673369413959,0.422648253127144,5.67075263273025,1.42171551982357e-08,5.20873948293208e-07
"LOC107985074","107985074",2.11666009928262,2.38955910301673,0.610825461481376,3.91201620381306,9.15287689159658e-05,0.000800406239613182
"DNAH3","55567",20.9300351394951,2.38512671899794,0.514623061889899,4.6347062454582,3.57444700993541e-06,5.54473465775207e-05
"SLC28A3","64078",3.74067507284189,2.37949207692079,0.591209202201967,4.02478863329315,5.70265119926257e-05,0.000544475284475213
"LOC105377039","105377039",8.7280544090084,2.37778187957512,0.420375031500032,5.65633470449099,1.546397650375e-08,5.59349013698649e-07
"CERNA2","642934",2.86599575528804,2.37427873651589,0.776259930104638,3.05861302952459,0.00222364177643752,0.010713454966103
"WDR38","401551",10.5442295614216,2.37105229961357,0.543033113268463,4.36631255383753,1.26361629477991e-05,0.00015695127682046
"TKTL1","8277",2.13027315486543,2.35845776353696,0.592364936863481,3.98142701697502,6.85027556590123e-05,0.000632246082318341
"SERPINB13","5275",3.52882645569333,2.34872594993813,0.761414924523466,3.08468598958457,0.00203767161512444,0.0099857031446801
"CD44","960",1103.24203139441,2.34834401811255,0.282359772703702,8.31685050468157,9.03315739547785e-17,5.33263072810775e-14
"FOXJ1","2302",83.8947090966859,2.3452908619166,0.445941684679501,5.25918733881576,1.44693422767566e-07,3.65610415615759e-06
"SERPINE1","5054",122.940569704483,2.342105684008,0.317321336657748,7.38086416966696,1.5726538921669e-13,3.25862218398131e-11
"RGS1","5996",586.505832115552,2.33752574902,0.412011521596117,5.67344752875967,1.39951981517644e-08,5.13343211925446e-07
"CATSPERD","257062",2.1687586462426,2.33687903099278,0.785323908252657,2.97568812872682,0.00292331984774746,0.0133175351479794
"LINC02510","729307",1.27845519565709,2.33650732414682,0.927236374408001,2.51986158938014,0.0117400988735047,0.040741372399536
"CAPS","828",295.201760668407,2.33566392605072,0.369380263889479,6.32319632201457,2.56207448516373e-10,1.73304351648209e-08
"CH25H","9023",255.15474439864,2.32781207015432,0.388667387108442,5.98921377857937,2.10857855547848e-09,1.02922318009065e-07
"LOC105370246","105370246",1.07595506706957,2.32593241906261,0.743456942531538,3.12853682036057,0.00175678998373508,0.00885698437175364
"ALOX15B","247",9.02947178056427,2.32469089080119,0.489228713434198,4.75174663090141,2.01666978935466e-06,3.44795433712178e-05
"LINC00871","100506412",0.802764760116727,2.32388527051639,0.820817883028155,2.83118255409243,0.00463762433840438,0.0193344033666986
"CPAMD8","27151",335.877646169848,2.3210501738832,0.444732050389511,5.21898561583395,1.79905733279756e-07,4.40445272524023e-06
"LHX9","56956",5.32975613044473,2.3183894031547,0.516233561946111,4.49096992922115,7.0899561593414e-06,9.83291437559724e-05
"LOC102723506","102723506",1.69436446937614,2.31327408761086,0.67568952701657,3.42357546641999,0.000618030887052313,0.0037730634915303
"CROCC2","728763",6.5986539121324,2.30662600585795,0.558396454201055,4.13080346141924,3.61497548559712e-05,0.000378658697667769
"TAAR5","9038",0.985637472537255,2.30238383758194,0.664182042053058,3.46649516518848,0.000527291217935083,0.00331682501543081
"KCNQ1DN","55539",2.56489394509978,2.2830246288951,0.480560182148103,4.75075695761971,2.02656591043946e-06,3.4610913867811e-05
"CP","1356",237.65430141563,2.25997305952616,0.339592858204989,6.65494872734329,2.83398831099617e-11,2.72830234690609e-09
"LINC01014","100874330",0.823784386411803,2.2569181764667,0.888051963660707,2.5414258048181,0.0110401375244813,0.038698613361637
"PIRT","644139",177.012687241141,2.25630678659849,0.323865988199669,6.96679141623058,3.24250854488184e-12,4.41093945009839e-10
"LOC102724608","102724608",1.79930516842783,2.25247706561046,0.619772103318445,3.63436342737923,0.000278667823119075,0.00198383591575646
"LOC105377300","105377300",1.58188122988245,2.24943863957999,0.63063390773077,3.56694844981333,0.000361162493726586,0.00244114324988495
"SLC14A1","6563",722.73001744565,2.24566838610039,0.226655175419877,9.90786282263489,3.84788894926256e-23,2.00654582407545e-19
"PADI1","29943",2.35118486588966,2.23819383219666,0.655875239577745,3.41252984887434,0.000643628778825099,0.00389927174132944
"LCAL1","80078",2.2550737816949,2.2363837352347,0.707910782567769,3.15913218205658,0.00158239702944856,0.00813774461824239
"KLHL6-AS1","100874019",1.01663077486948,2.23288610334457,0.731468382737491,3.05260781742621,0.00226862217009508,0.0108799280285001
"GRHL3","57822",10.3203394409956,2.22963466374842,0.362094132720293,6.15761058318708,7.38506747848037e-10,4.29486972614672e-08
"RNVU1-8","101447996",0.870309830048073,2.22825456715239,0.768337614046079,2.90009824641847,0.00373045713739431,0.0161974108957526
"APOBEC3A","200315",1.27080668743837,2.22320673191302,0.746824789385795,2.97687859791242,0.00291199294620355,0.0132717312892668
"CD44-AS1","109729172",2.67378295260952,2.22203392698357,0.5630752983574,3.94624650284903,7.93858855885121e-05,0.000713948142654029
"LOC102723724","102723724",7.92331600497315,2.22176462056714,0.506056276115708,4.39035088670483,1.13167897459506e-05,0.000143080464877694
"CXCL8","3576",34.5845423152436,2.22150884065555,0.645622441409991,3.44087921696764,0.000579827299643255,0.0035853036662526
"LOC105378342","105378342",1.36752324614424,2.22036715080862,0.762157756057918,2.91326452189236,0.00357671480036182,0.0156668420374801
"LOC101927847","101927847",2.97031495666133,2.21475672905018,0.885514277440459,2.5010965779703,0.0123809410084845,0.0425079427492002
"RD3","343035",4.29864177858654,2.2032782750071,0.634719048056437,3.47126540751174,0.000518011730872839,0.00327094874582228
"LOC101929309","101929309",5.80563361480411,2.20065804462723,0.463460454943388,4.74831891514033,2.05114422899543e-06,3.49543576453208e-05
"SPAG17","200162",30.2314097255041,2.19872364504079,0.375684274458557,5.85258365740656,4.83994654023582e-09,2.08129800977093e-07
"LOC105375567","105375567",7.38747585620457,2.18366625793154,0.400576066832801,5.45131484064172,4.99987619292672e-08,1.47720610315667e-06
"GALNT5","11227",18.5676178509364,2.17851063215072,0.376690662419833,5.78328811804394,7.32544386448183e-09,2.94978748561013e-07
"GMNC","647309",18.3425391679107,2.17722849185105,0.458311686191186,4.75054107815792,2.02873076055269e-06,3.46289841986758e-05
"LGSN","51557",2.42268384994017,2.16730966951529,0.704620464102481,3.07585399506659,0.00209900600958394,0.0102152278780312
"LIPG","9388",119.180589477101,2.16284156553422,0.390763695471094,5.53490918066673,3.11389662239272e-08,9.92134394311847e-07
"NFIA-AS2","100996570",31.6477525257172,2.1563259053787,0.302938788836259,7.11802510884208,1.09484429787857e-12,1.68746248236575e-10
"FAM81B","153643",12.7570122544061,2.15375824062849,0.511241593864319,4.21279932321017,2.52225138744841e-05,0.000280441369617931
"DTHD1","401124",19.8061016125312,2.14882224707315,0.421757505008038,5.09492355573423,3.48882002570102e-07,7.7692669725362e-06
"C7orf57","136288",9.83989407853079,2.1281561581076,0.54529610904867,3.90275324322487,9.51046477034509e-05,0.000823818997050269
"LOC101928817","101928817",13.8056814159297,2.12714379616727,0.461517880423093,4.60901708557257,4.04577088567493e-06,6.13592241740172e-05
"CYP4F3","4051",78.6583365567081,2.12605072424866,0.383549604982075,5.54309194073611,2.97176719541256e-08,9.55607934327525e-07
"CLIC6","54102",29.0298222658512,2.12037760035642,0.391636711656473,5.41414412195435,6.15825509656943e-08,1.76879924737207e-06
"LOC105371009","105371009",6.42729547578775,2.10988774941875,0.331395072836181,6.36668412526983,1.93158391677506e-10,1.36423019386136e-08
"LOC102724220","102724220",1.81641100009125,2.10573834258592,0.71654862026195,2.93872360233716,0.00329566834679938,0.0146386813223536
"SAMMSON","101927152",4.99308648554326,2.10456795917123,0.447713976336458,4.7006974774217,2.59274383833481e-06,4.25612640156452e-05
"SPATA3","130560",5.44172664442384,2.10311395883418,0.481131712908334,4.37118132604755,1.23576111728408e-05,0.000154287684906562
"LOC105379031","105379031",18.2149883258214,2.09510236069715,0.341574744291983,6.13365711519418,8.58815184170282e-10,4.81552141260211e-08
"CCL4L1","388372",19.2432426644006,2.09152969859234,0.665260540123543,3.14392568391916,0.00166697767985327,0.008496388510371
"C1orf87","127795",11.8140582263107,2.08884601530587,0.54118413315407,3.85976950789723,0.000113494024701108,0.000950482078385512
"LOC100132078","100132078",0.982667998573142,2.08711563605996,0.794608915764375,2.62659478726369,0.00862439684950707,0.031843300522466
"MCOLN3","55283",15.9287094921373,2.08219729705191,0.462045941173886,4.50647243380565,6.59142439582472e-06,9.28556895527078e-05
"PPP1R13L","10848",86.3397140223108,2.0815190590779,0.299068030469143,6.96001861453617,3.40227780710611e-12,4.58838224261793e-10
"LOC105372995","105372995",1.75167636303949,2.07853918452845,0.761595800272714,2.72918939913293,0.0063490227310832,0.0249182417473822
"LINC02823","105369897",1.0441880921278,2.07696272862003,0.788482381937818,2.63412699661795,0.00843539305102703,0.0312860085579519
"PRSS43P","100288960",1.38940941158948,2.06433793724306,0.641807899623933,3.21644208251824,0.00129790728258799,0.00692931603062031
"LOC116435278","116435278",1.05470263178214,2.05850468580773,0.670080274000569,3.07202698792769,0.00212610501648792,0.0103230251017806
"NEUROG2","63973",16.8109197187386,2.04531633886905,0.300779682392593,6.80004820338695,1.04584151690836e-11,1.16076773184297e-09
"CRNDE","643911",6.41527343067641,2.0447996719174,0.428497842222586,4.77201859713267,1.8238865851008e-06,3.18269734939397e-05
"RUFY4","285180",3.36767900672536,2.04368929564196,0.566256473880793,3.60912305626406,0.00030723385243565,0.00214474180611482
"TMEM105","284186",0.860113843605375,2.04102484102199,0.749966599528128,2.72148765332507,0.00649888127403298,0.0253917329298132
"SLC26A5-AS1","101927870",2.59173732290151,2.03892316808469,0.502150476443168,4.06038282095597,4.89923207484874e-05,0.000481429563938026
"LOC105378764","105378764",7.20672575551545,2.03794045243575,0.435662454472398,4.67779683907756,2.89973627949194e-06,4.65744089901149e-05
"POM121L9P","29774",5.16622587287956,2.03047059628936,0.47799020974752,4.24793344064908,2.15751468482344e-05,0.000246186811224009
"LRRC71","149499",6.11291400742174,2.02308736713375,0.542854765127264,3.72675621012458,0.000193959898846119,0.00147547223804945
"LOC105369293","105369293",2.74483756499405,2.02144586425957,0.515683780749753,3.91993298940019,8.85735932275631e-05,0.000779155167801707
"NEUROG3","50674",3.3512663995415,2.02079521447094,0.713418750978551,2.83255130552589,0.00461781549881313,0.0192617266133669
"APOL4","80832",28.4696111211575,2.01979584884963,0.444419665045396,4.54479404875866,5.49889933760993e-06,7.94686200808959e-05
"CWC25","54883",0.971236659320018,2.01771333249327,0.614268231396535,3.28474309652318,0.00102075398560431,0.00565663313878634
"ZNF311","282890",1.02440216662859,2.01516782741865,0.654282372790725,3.07996655759395,0.00207023839147393,0.0101095022244856
"LINC01338","102546175",48.654514229945,2.01200123751285,0.279600311012099,7.19599069911544,6.20088561465665e-13,1.06018201700206e-10
"IL1B","3553",145.534241194529,2.00848752962894,0.50194966701445,4.0013723718062,6.29761605071354e-05,0.000590824020973689
"GBA3","57733",8.11727154339422,2.00301282099096,0.488593079102,4.09955217677737,4.13950341475544e-05,0.000421329807549995
"LOC107986768","107986768",3.85088786453454,2.00264827145679,0.559049746136587,3.58223625946788,0.000340665481684895,0.00232520540814943
"ANKRD22","118932",8.59002994796278,2.00160109916864,0.591904578104486,3.38162800764029,0.00072057651137121,0.00426753698424805
"PRIMA1","145270",3.47978671594488,1.99640347933,0.527867914683633,3.78201331014124,0.000155565041879016,0.00123036375892585
"LINC02047","101927346",1.63088586410895,1.99626211250614,0.663147434680651,3.01028400037085,0.00261003516757967,0.0121691881954905
"IQCM","285423",1.10697292602227,1.99571695566026,0.667961032277789,2.98777452459277,0.00281016789688481,0.0129148844238737
"RNVU1-6","101954276",6.40112279515496,1.99186344669268,0.403874267330487,4.93188996629676,8.14377899978672e-07,1.59550756008345e-05
"SLC51B","123264",19.2560404330196,1.99168754727404,0.290083491521942,6.86591138580317,6.60680778249463e-12,7.92006903826406e-10
"IL5RA","3568",20.9454912287411,1.98904332564455,0.528817182285492,3.76130616075695,0.000169028384595676,0.00131581215337193
"TUBA4B","80086",5.64341204175153,1.9869415225824,0.610157851951576,3.25643850394977,0.0011281936645273,0.00616575080798778
"LINC02099","101929450",0.844235565593093,1.98341822570764,0.751770146116487,2.63833065991465,0.00833152997571619,0.0309702874991337
"LOC105371664","105371664",4.63922397832557,1.98077227736406,0.468530950419515,4.22762311772682,2.36172950457444e-05,0.000264852303724462
"LOC101929106","101929106",1.98719264740193,1.97698317468288,0.760761284361719,2.59869056867368,0.00935800858956108,0.0339668121880493
"LOC105377587","105377587",0.774425570279829,1.97055399137015,0.670052847011572,2.94089339394467,0.00327267144385659,0.0145571999055139
"PTCSC2","101928337",1.61915644081572,1.96665311322313,0.678914499408152,2.89676110163736,0.00377036748617919,0.0163276481532975
"CDHR4","389118",2.33836576287407,1.96510609618233,0.674929639570539,2.91157178610905,0.00359615262894756,0.0157346519617044
"LINC01447","101929086",4.17830051504513,1.95789456571622,0.524364609539069,3.7338419300213,0.000188580875385918,0.00144434077967868
"LOC107984270","107984270",8.6670140461723,1.95405470569875,0.444432801607644,4.39673826646088,1.09889721064089e-05,0.000139765430595659
"IP6K3","117283",173.499251930603,1.9539313951354,0.36794920183365,5.3103292122883,1.09427387161201e-07,2.9014949911014e-06
"LOC105371341","105371341",2.29218982931565,1.95223991544763,0.54349516483278,3.59200972109529,0.000328137606204451,0.0022522539222799
"LINC01879","400661",1.3061576809002,1.94304371878135,0.708989386402115,2.7405822372626,0.00613304319274927,0.0241980649955535
"CRISPLD1","83690",252.582711624832,1.94021773633787,0.246685838006822,7.865136288384,3.6869582126748e-15,1.28175053953521e-12
"MFAP5","8076",21.4603492348984,1.93937006267393,0.360818689966565,5.37491575853136,7.6618495461185e-08,2.14039239820496e-06
"ZNF812P","729648",43.9556584448775,1.93115675115863,0.32437791476227,5.9534162570036,2.62602254390238e-09,1.2392608348962e-07
"LOC101927949","101927949",0.825228845741423,1.92992998807462,0.749276467498949,2.57572481158609,0.0100030222605635,0.0358422538351478
"LINC01886","105373537",5.90541863816012,1.9285020078517,0.6175694208572,3.12272910983011,0.00179182583893003,0.00898727907156824
"LOC107985502","107985502",2.20504607067916,1.9282953071551,0.599290179142404,3.21763208253226,0.00129253499397998,0.00690823964667674
"ZNF474-AS1","107986445",3.33241268842461,1.92537914867287,0.469779846982369,4.09847114779517,4.15888066919854e-05,0.000423164417489054
"LINC01445","102723605",13.099466657987,1.9197834747527,0.415653600387094,4.61871008206071,3.86132914343242e-06,5.90196708547697e-05
"RASL12","51285",412.000635507087,1.91472975744673,0.232450608598468,8.23714667383042,1.76366218150113e-16,9.35279022623851e-14
"LOC105378635","105378635",1.03491896119903,1.91440253469253,0.733166125768824,2.61114427877451,0.00902398136500846,0.0330418173140298
"LMNTD1","160492",37.8267242287957,1.90989543301301,0.288236977908404,6.62612912080953,3.44603768300257e-11,3.22813254568217e-09
"METTL7B","196410",56.3784828458825,1.90860814968742,0.344747462622898,5.53625002825664,3.09016347305738e-08,9.86581987194076e-07
"C10orf105","414152",193.293847825755,1.90262274310545,0.282705475396322,6.73005268270159,1.69601668235929e-11,1.80092392521074e-09
"SRPX","8406",162.696966244722,1.90257138829494,0.234369543156774,8.1178269269496,4.74604964196452e-16,2.15209277098241e-13
"ANKRD20A19P","400110",23.0833758090038,1.89980915302653,0.600245891448599,3.16505148988466,0.00155055509241965,0.00800293100158791
"IL27","246778",0.858854358360022,1.89845358926197,0.684981696631508,2.7715391500209,0.00557919627434427,0.0224257313761156
"S100A2","6273",5.99457039064664,1.89140342751424,0.391178971924238,4.83513573904621,1.33054810826883e-06,2.42317748611847e-05
